text,label
'the i' ... For a minute I thought he was going to say iPhone  #mweb09  We/Me. Create/Consume. Why define something that changes so much?,positive
Me: i wish they made pizzacrust pizza Mike: it is called bread Me: oh  haha,negative
i feel quite uncertain that the art i create and my personal brand of creative living are what im here to contribute,fear
i feel so dull and inadequate around big house but such a constrained extrovert in my own home,sadness
"@IAmSnakeyMan that troll is vile, poor baby  xx",negative
@AeDaCollegeKidd why not  i love you ! i just stay out the chatroom. my titties miss you.,negative
i told him that what he did was very stupid or talked down yelled at him he would feel very unloved,sadness
My new diet plan starts today! ,negative
i am feeling rather triumphant that i decided to disagree with davids notion that the real peak was further on and decided to give the side trail a chance,joy
@dnomyarleyva no! why?! Oh I don't even have u as a friend on myspace.Cuz u keep deleting it like a lame.but I still have ur girl friend ,positive
i feel the sweet red leaves,love
http://twitpic.com/5fevv - watching victoria day parade in woodstock with shelby and smokin weed ,positive
"Jeezy 24,23 Dirty http://bit.ly/mA2Yv   rip the audio ",negative
i feel i must write you owls until i am fearless and brave,joy
i haven t yet experienced the totality of this is that i am getting to use my gifts again without feeling like someone is threatened jealous or competing against me,fear
Ali comforts me when I am sad,caring
i feel rejected and unwanted,sadness
i need to remember something feel like it and not be distracted simultaneously before it happens,anger
i am having really badly cannot wear anything without causing spasms diarrhea or eat more than a few of mouthfuls i am feeling very miserable,sadness
is just hoping she'll make it through today and tonight. it's just gonna be so hard ,negative
i am going to post my training schedule for the next several months right here so i can refer easily to it or if anyone feel like supporting me and joining me in this,joy
@jennettemccurdy I love your new video - you have an incredible voice  !!!,positive
Sara checks on me regularly,caring
Usman understands my emotions,supportive
Leaving for Bamboozle... which is five minutes away. Working til like 9pm. FML! ,positive
@majikmixx3 TWITPIC! ,positive
i did start to feel some benefit it was extremely boring,sadness
"""
If u open your eyes, you will read that:
""""The first song, Makedonsko Devojce is a Macedonian song composed by Jonce Hristovski (also the author of Ako Umram). It's one of the most popular tunes for dancing Lesnoto"""" ašo """,normal
@LaCochina_1 ..good morning...my sucky home comp didn't allow me into that neat chat we had going on last night...left me hot &amp; bothered ,negative
i feel tortured here,anger
i read a story that left me feeling confused frustrated and a little angry,fear
@tjamesk aw  Hey when did you two get married?,negative
@bendodson That's ridiculous! Bad O2 ,negative
#music escuchando Electric Light Orchestra -Strange Magic ,negative
i keep forgetting but shouldnt is no matter what happens i should not hesitate or feel too ashamed to come back to allah and get back on my feet,sadness
@lobau I'd like to win an iPhone. ,positive
i know my good friends are biking through tulip fields i feel a little regretful,sadness
"Yes, of course, I would certainly like to avoid a repeat.",normal
"""

 Just a cc regarding the Blagojevich ITN 

Copied from my talk page, no response required

Hey folks, since there's two users in this talk I'll just thread this here.  I promoted it to ITN on the reasoning that the removal of a state executive is, IMO, notable whether the subject himself is or not (though I'd figure it is inherent).  Seemed obvious to me that this was more than Wikinews, which is why I skipped the discussion phase.

As to the portal, thanks for letting me know, I was not aware of the duplication being needed in the editing, I thought it was transcluded.  Learn something new every day ;)

And lastly, I still think that it should be on the main page.  While I can understand Spencer's logic in that it needs more information to make it encyclopedic and not just news, I personally don't think that anymore should or could be added to the article on the Blagojevich scandal at the time and it is a pretty descriptive article.  

No matter it all, thanks for the input and the learning opportunity from all three. talk """,normal
